4.50 0.0080   33   8.595883E-01  5.650222E-03  2.970424E+01  4.644871E-03  9.323092E-01  8.220686E-01  3.450757E+08  7.315482E+07  8.261784E+07  1.327804E+04  4.028531E+00  2.967962E+04  8.559252E+08  5.803686E+02 -6.461146E+00  3.242646E+03
4.50 0.0080   34   8.597745E-01  5.633056E-03  2.902027E+01  4.666805E-03  9.435982E-01  8.284677E-01  3.491771E+08  7.255684E+07  8.246394E+07  1.314940E+04  3.890029E+00  2.943945E+04  8.151303E+08  5.845583E+02 -6.452325E+00  3.226337E+03
4.50 0.0080   35   8.599513E-01  5.602837E-03  2.803102E+01  4.754364E-03  9.664970E-01  8.485638E-01  3.480248E+08  7.123484E+07  8.220092E+07  1.312750E+04  3.473656E+00  2.886688E+04  7.902256E+08  5.896943E+02 -6.430999E+00  3.200728E+03
4.50 0.0080   36   8.601891E-01  5.644977E-03  3.007021E+01  4.812002E-03  9.638951E-01  8.524396E-01  3.505604E+08  6.570869E+07  8.153251E+07  1.362870E+04  2.995305E+00  2.706226E+04  8.974996E+08  6.042673E+02 -6.360910E+00  3.132091E+03
4.50 0.0080   37   8.605157E-01  5.775094E-03  3.274715E+01  4.911542E-03  9.558177E-01  8.504696E-01  3.506252E+08  4.554179E+07  8.054777E+07  1.478331E+04  2.508624E+00  2.492959E+04  9.398199E+08  6.455912E+02 -6.271788E+00  3.028226E+03
4.50 0.0080   38   8.607879E-01  5.875051E-03  3.408416E+01  4.964650E-03  9.577321E-01  8.450394E-01  3.722775E+08  2.721369E+03  7.967843E+07  1.545740E+04  2.018304E+00  2.378567E+04  1.039347E+09  6.898591E+02 -6.220789E+00  2.934306E+03
5.50 0.0080    1   8.901564E-01  8.634925E-04  2.415523E+01  0.000000E+00  0.000000E+00  0.000000E+00  2.105993E+08  1.744997E+07  7.231626E+07  0.000000E+00  5.455643E+00  1.968124E+04  2.677481E+04  3.712987E+02 -6.015132E+00  3.642503E+03
5.50 0.0080    2   8.909976E-01  2.978861E-03  3.147668E+01  0.000000E+00  0.000000E+00  0.000000E+00  2.356301E+08  2.378454E+07  7.446741E+07  3.488629E+03  5.455640E+00  2.101955E+04  1.823097E+05  3.906894E+02 -6.086558E+00  3.622760E+03
5.50 0.0080    3   8.919528E-01  3.100514E-03  2.741352E+01  1.565814E-04  1.741465E-01  5.050175E-02  2.456837E+08  2.873943E+07  7.565638E+07  4.035075E+03  5.455637E+00  2.179171E+04  3.224324E+05  4.028613E+02 -6.125728E+00  3.614947E+03
5.50 0.0080    4   8.928505E-01  3.160059E-03  2.609551E+01  4.522204E-04  4.289106E-01  1.431050E-01  2.561991E+08  3.514951E+07  7.686214E+07  4.214923E+03  5.455632E+00  2.262282E+04  5.621911E+05  4.143242E+02 -6.166368E+00  3.598829E+03
